word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
multipickup,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timeaw,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
schemata,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hymad,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
llr,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fond,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perimet,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
mcdm,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hous,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0
roi,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0
finitebuff,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crypto,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0
gold,0.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0
fight,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0
fmm,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
bidimend,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
sup,0.0,2.0,1.0,1.0,1.0,2.0,3.0,5.0,9.0,4.0
lang,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dickson,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bpel,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sect,0.0,2.0,0.0,3.0,7.0,2.0,5.0,3.0,4.0,1.0
stamp,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
maxwel,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
laneemd,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
prism,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
aspects,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
reseaux,0.0,2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0
infr,0.0,2.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,3.0
treeform,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
presburg,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
ccsp,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pubm,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
lombard,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lg,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glaub,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
tum,0.0,2.0,2.0,5.0,3.0,1.0,3.0,4.0,5.0,6.0
sinusoid,0.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0
endhost,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
transluc,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
vast,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
laplacebeltram,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superimpos,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
msc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
room,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0
securit,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wellform,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
elgam,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
thick,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
pca,0.0,2.0,2.0,6.0,1.0,3.0,6.0,0.0,0.0,1.0
fasy,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
most,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
livraison,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
html,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
fun,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
constantcomposit,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tcpcontrolled,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allow,0.0,2.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0
papr,0.0,2.0,3.0,2.0,1.0,8.0,0.0,1.0,0.0,1.0
multiserv,0.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,3.0,1.0
hil,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
clu,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
dac,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
roundrobin,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
slo,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ldgmldpc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quasist,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
folk,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
bestfit,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
crossb,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
attitud,0.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,2.0
edgedisjoint,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nin,0.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0
ramass,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collisionfr,0.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0
informationflow,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
occup,0.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,4.0,4.0
problog,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evacu,0.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0
rankconstrain,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
nextg,0.0,2.0,1.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0
enzym,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
phaseon,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
antig,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wit,0.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
lr,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
oneshot,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0
geo,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
dtnmanet,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alf,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
textgraph,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fidel,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0
battery,0.0,2.0,0.0,3.0,2.0,0.0,3.0,5.0,1.0,4.0
reset,0.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,2.0,0.0
inert,0.0,2.0,0.0,2.0,2.0,3.0,0.0,5.0,10.0,2.0
respond,0.0,2.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,1.0
sil,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0
gallery,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
finitevalu,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
multiqueu,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
linux,0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0
17th,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
fastdecod,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
mlearn,0.0,2.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
xp,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
metropol,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tend,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
bmac,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rescu,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
volunt,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0
prelog,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1tok,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
council,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timesc,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
go,0.0,2.0,3.0,1.0,1.0,6.0,4.0,5.0,5.0,6.0
ngram,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
r3,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
herd,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
stcut,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unrel,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
subtl,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
subsystem,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0
splitter,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bit,0.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0
metaph,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0
miny,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
dsuwb,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
nlhb,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teknolog,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mart,0.0,2.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
sociotechn,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
emphas,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
rippl,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
fallback,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comparid,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
metaprogram,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
"twenty million, forty-two thousand and eight",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
convexinduc,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retrospect,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
passport,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
main,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0
mmi,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
handov,0.0,2.0,8.0,7.0,2.0,4.0,6.0,3.0,3.0,1.0
80216m,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entrepot,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stex,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rup,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
alldiff,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
elev,0.0,2.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0
typeflaw,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sleep,0.0,2.0,1.0,5.0,3.0,3.0,2.0,5.0,4.0,1.0
settheoret,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
entit,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pcps,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertiondelet,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0
reckon,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
qkd,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
inhomog,0.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
bus,0.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0
retin,0.0,2.0,0.0,4.0,2.0,2.0,1.0,6.0,4.0,7.0
haskel,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0
realloc,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0
contest,0.0,2.0,8.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0
entanglementassist,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
sky,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
moment,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
distortionless,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discrep,0.0,2.0,7.0,0.0,3.0,8.0,3.0,2.0,1.0,1.0
backward,0.0,2.0,2.0,0.0,3.0,0.0,2.0,1.0,4.0,3.0
corol,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miz,0.0,2.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
wyn,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0
interlangu,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
polymorph,0.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,3.0,2.0
indones,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
stay,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
zoom,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
orderst,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
watch,0.0,2.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,3.0
constanttim,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conway,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
asc,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
multipleprecid,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
vault,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lasso,0.0,2.0,5.0,2.0,3.0,0.0,2.0,1.0,2.0,1.0
subgroup,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
waterfil,0.0,2.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0
outsourc,0.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0
zeros,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0
unless,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
civil,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
uneq,0.0,2.0,4.0,2.0,1.0,1.0,3.0,0.0,3.0,0.0
ret,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0
wallac,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facilityloc,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parikh,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
mand,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
analyst,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
phong,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
videoondemand,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
matrixvalu,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
legend,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxcut,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
interatom,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xdsl,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
comply,0.0,2.0,5.0,4.0,2.0,2.0,0.0,3.0,2.0,6.0
vhdl,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gprs,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
genesyst,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ph,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
emph,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
tcam,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
srs,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
irrelev,0.0,2.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0
quantuminspir,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
lookahead,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0
woe,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tilt,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ferromagnet,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
crimin,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
closedloop,0.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,3.0,4.0
diophantin,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0
plusy,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
copyright,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
sympos,0.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0
queueaw,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ksemialgebra,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
listdecod,0.0,2.0,0.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0
blockmarkov,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
affy,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
cle,0.0,2.0,2.0,2.0,2.0,3.0,4.0,0.0,1.0,2.0
dis,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
openloop,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
fpu,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
twenty-five,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
smartphon,0.0,2.0,3.0,6.0,5.0,3.0,14.0,5.0,6.0,10.0
kemeny,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
singlesink,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
etx,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tsal,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
city,0.0,2.0,3.0,1.0,6.0,6.0,11.0,11.0,12.0,6.0
daubechy,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sight,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
stim,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
welldefin,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fenet,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jens,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
telepres,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
micro,0.0,2.0,1.0,0.0,1.0,3.0,5.0,2.0,1.0,3.0
multitouch,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
safetycrit,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
unb,0.0,2.0,0.0,1.0,0.0,4.0,0.0,1.0,3.0,1.0
gpgcd,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gopp,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
mislead,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"eight hundred and two thousand, one hundred and fifty-four",0.0,2.0,3.0,7.0,1.0,6.0,1.0,2.0,0.0,0.0
aim,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mosa,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0
bp,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
multifunct,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
push,0.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,3.0
formel,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
redistribut,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
mvc,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interrupt,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0
origam,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depth3,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
desco,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pso,0.0,2.0,3.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0
legendr,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
fano,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
bul,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
complexweight,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ne,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
tinyo,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
controlflow,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
powerefficy,0.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0
srr,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seamless,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,4.0,1.0
cepst,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hough,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0
catch,0.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0
multiplesourc,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
eight,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0
bernstein,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
keep,0.0,2.0,0.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0
cusp,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
residu,0.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0
crosstalk,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
resourcebound,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
nonadapt,0.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0
rac,0.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,9.0
openma,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
coex,0.0,2.0,1.0,2.0,5.0,3.0,3.0,7.0,3.0,2.0
mldecoding,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roadsid,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
camp,0.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
shad,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0
dca,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robert,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thing,0.0,2.0,8.0,6.0,15.0,6.0,12.0,20.0,19.0,17.0
fullr,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
cue,0.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,7.0,8.0
onto,0.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0
milit,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
overhear,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
armray,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcd,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nodedisjoint,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
rafd,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vein,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0
subt,0.0,2.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0
schrodinger,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
immunolog,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mgf,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dxnn,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
