word,2009_freq,2010_freq,2011_freq,2012_freq,2013_freq,2014_freq,2015_freq,2016_freq,2017_freq,2018_freq
distributionenergy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formallanguagetheoretic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pedigree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
columnrestricted,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
espeed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apakah,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dubinslike,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strongvery,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gvss,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bitflipping,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
cn,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bully,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
maintainability,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bluff,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
graphcontrolled,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kendall,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
ephpub,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparsifiers,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
threepass,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
deteccion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
universitas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bezout,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2x,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demandresponse,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
biologicallyinspired,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lindenstrauss,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mqqsig,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utilityinformation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bitpatterned,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rtsbp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transnational,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tentang,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crib,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
surprizing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clonecloud,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reviewers,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
virus,0.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
sensory,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
hoaremccarthy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nonidentical,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
illumination,0.0,1.0,0.0,1.0,3.0,5.0,1.0,3.0,4.0,4.0
silence,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gof,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dellos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gradecast,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poll,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0
ahp,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
darknet,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
kuk,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
bagofwords,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
lpnorms,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wisely,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uto,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rationals,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
onpolicy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nonexpert,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
psk,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
albanian,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
fpu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
atomicity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
annotes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selfselected,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
argument,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,5.0
mknf,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
melanggar,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multiplexed,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
valid,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
spamming,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
comp6411,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yacc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
encryptions,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
scala,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
ondex,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mfccdomain,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drawbacks,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cofi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
answerondemand,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lll,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0
vice,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memoryscalable,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frechet,0.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0
ecourseware,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxrpc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semiorthogonal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2d3d,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
futuristic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
podolsky,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
implicitly,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
subtrees,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
dempreintes,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
psicalculi,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
pedagogical,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0
singlebid,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spectralamplitudecoding,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
potato,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dom,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
citizen,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0
selfmanaging,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
symmetrybreaking,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reducedcomplexity,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
branchandreduce,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lighthierarchy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rewritinglogic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diffieties,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electrolitica,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
codingaware,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
logdensities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
richardsonlucy,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
motivate,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0
prequential,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bestfirst,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ss,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dynachanal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individualization,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zeromatching,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exclusive,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
structureaction,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
landcover,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inpainting,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0
upperlower,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comp5541,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
santa,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
wijngaarden,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maxweight,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nearfar,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frequencyhopping,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fence,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
propermotion,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sparsitycognizant,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scicossyndex,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
percell,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
preprocessed,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thesaurus,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
dire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keylogging,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
izone,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ephemeral,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
sismique,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
casestudies,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
throughputdelayreliability,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pmp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
femann,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relayinterference,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
divisibility,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
tester,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
rootfinding,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
bisom,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aram,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multislot,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
civilization,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anns,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
breadth,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
contentduplicated,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
begin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
cesabianchi,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deletable,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nbtree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vnet,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entertain,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
edam,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybridise,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
l_2heavyhitters,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bandwidthperception,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ieee80211e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pandemic,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eigeninference,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p_5,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
swot,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
analysts,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
solids,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
kelola,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crystalgpu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dbmsindependent,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bash,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ap,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
crowdsourcing,0.0,1.0,5.0,12.0,7.0,14.0,11.0,19.0,13.0,10.0
disseminate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itree,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lego,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
chelonia,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixfree,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
volumeenclosing,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
apsp,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greener,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arbitraryneighborhood,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countable,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
jointpatent,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keyphrase,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0
doubledirectional,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anomoly,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reminder,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
populate,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fetal,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0
2center,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
reposition,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
contextchecking,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pap,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boundedcomplexity,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kintala,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hastings,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfairness,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
sudan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bibliotek,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniprotkb,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
epolitics,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
latch,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
watermarks,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
packetswitched,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knowledgebase,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unpolarized,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unboundederror,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
saturate,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
freepub,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vacation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subcube,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
modelequivalence,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
filesystem,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
bernoulligauss,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
successful,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
math,0.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0
country,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0
eigenproblems,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
networkperformance,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intrusions,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
hippo,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unsolved,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ciliate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
featureoriented,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mpayment,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weblecture,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extent,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ctcdm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
countermodels,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
meter,0.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,0.0,3.0
coresets,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
schonhagestrassen,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bb84,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
penanganan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subexcitable,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
multibiometrics,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
minsum,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
btrees,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
structurallysymmetric,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spiemenu,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warn,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
organisations,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rightflat,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elaboration,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
stabilitydelay,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lxg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
compressively,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
langues,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operatordifference,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balloon,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
abilities,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
nasal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
empathy,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
spherique,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
programlevel,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economiques,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fixpoints,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fuzzified,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
artinschreier,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f4ms,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appear,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
economicoorganizzative,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanczos,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
blumshubsmale,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
saliency,0.0,1.0,0.0,1.0,3.0,4.0,4.0,12.0,13.0,15.0
apache,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,2.0
remain,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
calibrate,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0
ciphertext,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teens,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
linbox,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
anticloud,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illustration,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
selfchecks,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
classiques,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt4j,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metodos,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
csmae2ca,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logdepth,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cryptographers,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
prepoststate,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
residue,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0
modresc,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateral,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
historiography,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
highreliability,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interruptions,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
abap,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transitivity,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0
ripless,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
graphtheoretical,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lindenmayer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
posteriors,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
benaloh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kary,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
pan,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
creativity,0.0,1.0,0.0,0.0,3.0,3.0,1.0,5.0,2.0,1.0
speak,0.0,1.0,4.0,1.0,4.0,2.0,8.0,9.0,8.0,8.0
quasiperiodic,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0
skorokhod,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vital,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
